Interceptor,Manhole,Date,Time,Temp,ph,Tot.Sulfide,Dis.Sulfide,Tot.Iron,FerrousFe
Valley,12stove,01-03-11,10:25,62,6.3,0.5,0.1,7.4,
Valley,12stove,15-03-11,09:45,65,,0.4,0.1,,
Valley,12stove,04-04-11,11:10,64,7,3,3,2.4,
Valley,12stove,20-04-11,15:00,73,6.8,1.3,1.2,,
Valley,12stove,25-04-11,09:50,68,6.9,0.6,0.1,,
Valley,12stove,12-05-11,08:50,70,6.5,4.2,0.5,32.8,
Valley,12stove,24-05-11,12:35,72,6.9,3,0.5,,
Valley,12stove,07-06-11,12:50,75,7,1,0.4,,
Valley,12stove,20-06-11,10:25,75,6.5,0.8,0.1,12.4,
Valley,12stove,06-07-11,14:00,81,7.1,1,0.2,,
Valley,12stove,21-07-11,11:30,82,6.7,1.5,0.1,27.4,
Valley,12stove,02-08-11,15:15,82,6.9,1.8,0.2,,
Valley,12stove,24-08-11,12:25,84,7,3.6,2,7.4,
Valley,12stove,07-09-11,11:30,83,7.1,3,1.8,,
Valley,12stove,21-09-11,12:00,80,6.5,1.5,0.4,8.9,
Valley,12stove,04-10-11,16:35,77,7,3,0.6,,
Valley,12stove,19-10-11,12:00,74,6.7,2,1,8.7,
Valley,12stove,08-11-11,15:20,73,7.2,1.3,0.1,,
Valley,12stove,21-11-11,11:50,68,6.7,3,1.4,7.3,
Valley,12stove,07-12-11,12:00,64,6.3,1,0.3,11.5,
Valley,12stove,21-12-11,10:40,60,6.4,1,0.2,,
Valley,seconds,05-01-11,13:50,63,7.4,0.5,0.1,,
Valley,seconds,18-01-11,10:15,61,6.7,0.7,0.1,45.6,
Valley,seconds,03-02-11,10:00,63,6.7,0.5,0.1,,
Valley,seconds,14-02-11,10:30,60,6.6,1.2,1.2,5.8,
Valley,seconds,01-03-11,09:55,63,7,0.5,0.2,8.6,
Valley,seconds,15-03-11,09:15,66,,0.5,0.3,,
Valley,seconds,04-04-11,10:45,67,6.6,3.7,2,5.4,
Valley,seconds,20-04-11,12:15,73,6.7,1.8,1,,
Valley,seconds,25-04-11,09:25,69,6.6,1.6,1,,
Valley,seconds,12-05-11,08:30,70,7.2,1,0.3,31.4,
Valley,seconds,24-05-11,13:10,72,6.8,0.7,0.2,,
Valley,seconds,07-06-11,13:25,76,6.7,2.3,1.3,,
Valley,seconds,20-06-11,09:55,75,6.7,0.8,0.3,8.7,
Valley,seconds,06-07-11,13:45,80,7.2,2.1,0.8,,
Valley,seconds,21-07-11,11:00,82,6.8,2.5,0.4,22.8,
Valley,seconds,02-08-11,14:45,82,6.9,1,0.1,,
Valley,seconds,24-08-11,11:55,85,6.6,3.6,0.7,15.7,
Valley,seconds,07-09-11,11:!0,82,7.1,2.7,0.6,,
Valley,seconds,21-09-11,11:30,82,6.5,1.2,0.4,12.5,
Valley,seconds,03-10-11,08:45,80,7,1.4,0.5,,
Valley,seconds,19-10-11,11:30,75,6.6,1,0.2,133,
Valley,seconds,08-11-11,15:10,72,7,1,0.4,,
Valley,seconds,21-11-11,11:25,68,6.5,1.8,1.2,12.7,
Valley,seconds,07-12-11,11:35,64,6.6,0.7,0.5,14.5,
Valley,seconds,21-12-11,10:15,60,6.3,0.6,0.2,,
Valley,tp21val,06-07-11,13:00,80,7.1,0.6,0.3,,
Valley,tp21val,21-07-11,10:05,81,6.3,1.5,0.4,37.6,
Valley,tp21val,02-08-11,14:00,82,6.4,3.2,0.5,,
Valley,tp21val,24-08-11,10:25,82,6.3,7,4.3,12.8,
Valley,tp21val,07-09-11,10:20,80,6.8,4,2,,
Valley,tp21val,21-09-11,10:20,78,6.2,2.4,1.2,11.8,
Valley,tp21val,04-10-11,14:00,79,6.5,4,1.8,,
Valley,tp21val,19-10-11,10:25,72,6.8,1,0.4,11.8,
Valley,tp21val,08-11-11,11:00,72,6.9,2.2,1.6,,
Valley,tp21val,21-11-11,10:35,67,6.8,2.6,2,12.8,
Valley,tp21val,07-12-11,10:25,62,5.8,3,2,17.3,
Valley,tp21val,21-12-11,09:30,56,6.9,1.7,0.7,,
Westside,oldcoso,04-01-11,10:45,66,6.9,0.3,0.2,,
Westside,oldcoso,18-01-11,08:15,62,6.6,0.5,0.5,8.45,
Westside,oldcoso,01-02-11,12:00,67,6.8,0.5,0.5,,
Westside,oldcoso,14-02-11,07:40,62,7,0.4,0.2,8.95,
Westside,oldcoso,01-03-11,07:40,64,6.5,0.4,0.3,11.45,
Westside,oldcoso,14-03-11,10:50,68,,0.4,0.3,,
Westside,oldcoso,04-04-11,08:45,65,7.1,2,0.1,14.3,
Westside,oldcoso,18-04-11,12:10,74,7.6,0.7,0.2,,
Westside,oldcoso,25-04-11,07:40,70,7.1,0.6,0.1,13.2,
Westside,oldcoso,12-05-11,07:00,71,6.9,0.7,0.1,17.3,
Westside,oldcoso,24-05-11,12:00,75,7.3,0.4,0.1,,
Westside,oldcoso,07-06-11,11:30,78,7.1,0.7,0.3,,
Westside,oldcoso,20-06-11,07:50,76,6.6,0.8,0.1,,
Westside,oldcoso,06-07-11,15:45,81,7.3,1,0.1,,
Westside,oldcoso,21-07-11,08:25,83,7,2.8,0.2,19.8,
Westside,oldcoso,01-08-11,11:30,82,7.2,1,0.2,,
Westside,oldcoso,24-08-11,08:45,83,7.1,1.4,0.2,15.1,
Westside,oldcoso,06-09-11,12:30,82,7.4,1.7,0.4,,
Westside,oldcoso,21-09-11,08:55,79,8,0.1,0.1,17,
Westside,oldcoso,03-10-11,12:00,80,7,1,0.2,,
Westside,oldcoso,19-10-11,08:55,73,6.9,0.3,0.1,22.3,
Westside,oldcoso,08-11-11,10:30,76,6.9,0.5,0.1,,
Westside,oldcoso,21-11-11,08:55,70,6.9,0.4,0.2,13.4,
Westside,oldcoso,07-12-11,08:45,65,7.4,0.3,0.1,17.2,
Westside,oldcoso,21-12-11,08:10,66,7,0.9,0.3,,
Westside,oldcoor,04-01-11,11:00,67,6.8,0.1,0.1,,
Westside,oldcoor,18-01-11,08:25,64,7.6,0.3,0.1,9.95,
Westside,oldcoor,01-02-11,12:15,66,7.6,0.4,0.2,,
Westside,oldcoor,14-02-11,07:55,63,7.2,0.1,0.1,8.75,
Westside,oldcoor,01-03-11,07:55,64,7.3,0.2,0.2,10.7,
Westside,oldcoor,14-03-11,11:00,68,,0.2,0.1,,
Westside,oldcoor,04-04-11,09:05,66,7,0.6,0.1,15.8,
Westside,oldcoor,18-04-11,12:20,75,7.6,0.4,0.1,,
Westside,oldcoor,25-04-11,07:50,70,7,0.5,0.1,15.5,
Westside,oldcoor,12-05-11,07:15,71,6.9,0.8,0.1,18.6,
Westside,oldcoor,24-05-11,12:10,75,7.3,0.2,0.1,,
Westside,oldcoor,07-06-11,11:45,78,7.1,0.4,0.2,,
Westside,oldcoor,20-06-11,08:05,77,6.3,0.5,0.1,,
Westside,oldcoor,06-07-11,15:55,82,7.3,0.6,0.01,,
Westside,oldcoor,21-07-11,08:40,82,6.9,1.2,0.1,24,
Westside,oldcoor,01-08-11,11:40,83,7.2,0.4,0.1,,
Westside,oldcoor,24-08-11,09:00,82,7,1.3,0.1,16.4,
Westside,oldcoor,06-09-11,12:40,82,7.3,1.6,0.3,,
Westside,oldcoor,21-09-11,09:10,77,6.9,0.5,0.1,18.8,
Westside,oldcoor,03-10-11,12:50,78,6.9,0.5,0.2,,
Westside,oldcoor,19-10-11,09:05,72,6.7,0.2,0.1,23.9,
Westside,oldcoor,08-11-11,11:00,75,7,0.3,0.1,,
Westside,oldcoor,21-11-11,09:05,69,6.9,0.2,0.1,15.6,
Westside,oldcoor,07-12-11,08:55,63,7,0.2,0.1,19,
Westside,oldcoor,21-12-11,08:20,65,6.9,0.6,0.1,,
Westside,blakeco,01-03-11,08:20,63,7.3,0.2,0.2,7.9,
Westside,blakeco,14-03-11,16:00,69,,0.8,0.6,,
Westside,blakeco,04-04-11,09:35,67,7.2,1.5,0.7,7.6,
Westside,blakeco,20-04-11,16:50,74,7.6,1.2,0.6,,
Westside,blakeco,25-04-11,08:10,71,7.4,1,0.8,8.3,
Westside,blakeco,12-05-11,07:50,72,7.3,1,0.5,11.7,
Westside,blakeco,24-05-11,12:25,75,7.3,0.8,0.4,,
Westside,blakeco,07-06-11,14:30,78,7.2,0.7,0.4,,
Westside,blakeco,20-06-11,08:25,77,6.8,2.5,0.5,11.15,
Westside,blakeco,06-07-11,16:10,82,7.3,1.3,0.6,,
Westside,blakeco,21-07-11,08:55,82,6.9,2.7,0.6,14.9,
Westside,blakeco,01-08-11,11:50,83,7.3,1,0.5,,
Westside,blakeco,24-08-11,09:20,83,6.8,2.3,1,15.9,
Westside,blakeco,06-09-11,12:55,82,7.5,2.5,1.2,,
Westside,blakeco,21-09-11,09:30,80,6.9,0.5,0.3,14.4,
Westside,blakeco,03-10-11,13:05,80,7.1,0.6,0.3,,
Westside,blakeco,19-10-11,09:25,74,6.7,1.4,0.6,16.7,
Westside,blakeco,08-11-11,11:15,76,7,0.4,0.1,,
Westside,blakeco,21-11-11,09:30,70,6.8,0.6,0.3,15,
Westside,blakeco,07-12-11,09:10,64,6.5,0.5,0.5,14.6,
Westside,blakeco,21-12-11,08:35,64,6.6,0.9,0.5,,
Westside,ltwenty,05-01-11,,,,,,,
Westside,ltwenty,18-01-11,09:15,62,8,0.2,0.1,5.8,
Westside,ltwenty,02-02-11,14:20,65,7.8,0.3,0.1,,
Westside,ltwenty,14-02-11,08:50,61,7.2,0.2,0.1,6.6,
Westside,ltwenty,01-03-11,08:45,62,7.1,0.1,0.1,8.65,
Westside,ltwenty,15-03-11,09:05,68,,0.7,0.3,,
Westside,ltwenty,04-04-11,09:55,67,7.3,0.6,0.3,7.4,
Westside,ltwenty,20-04-11,17:15,73,7.4,1,0.5,,
Westside,ltwenty,25-04-11,08:30,69,7.3,1.4,0.7,7.5,
Westside,ltwenty,12-05-11,08:05,71,7.4,0.7,0.2,10.1,
Westside,ltwenty,24-05-11,15:35,74,7.3,0.8,0.3,,
Westside,ltwenty,07-06-11,14:15,77,7.3,0.8,0.4,,
Westside,ltwenty,20-06-11,08:50,77,7.1,2.8,0.1,8.1,
Westside,ltwenty,06-07-11,16:35,82,7.4,0.9,0.2,,
Westside,ltwenty,21-07-11,09:15,82,7.2,1.5,0.2,10.2,
Westside,ltwenty,02-08-11,17:00,82,7.4,1.7,0.4,,
Westside,ltwenty,24-08-11,09:35,82,7.2,2.5,0.4,9.7,
Westside,ltwenty,06-09-11,10:00,81,7.3,1.2,0.3,,
Westside,ltwenty,21-09-11,09:50,,,,,,
Westside,ltwenty,03-10-11,,,,,,,
Westside,ltwenty,19-10-11,,,,,,,
Westside,ltwenty,08-11-11,14:40,72,7.3,0.5,0.2,,
Westside,ltwenty,21-11-11,09:55,68,6.9,0.4,0.2,10,
Westside,ltwenty,07-12-11,09:35,63,6.7,0.3,0.1,14.9,
Westside,ltwenty,21-12-11,08:50,60,6.6,0.4,0.1,,
Westside,plantin,06-01-11,11:10,63,7.6,0.1,0.1,3.25,
Westside,plantin,19-01-11,08:35,60,7.1,0.1,0.1,4.2,
Westside,plantin,03-02-11,10:30,63,7.2,0.1,0.1,,
Westside,plantin,15-02-11,08:40,59,6.9,0.2,0.2,8.7,
Westside,plantin,02-03-11,08:50,61,7.2,0.1,0.1,5.2,
Westside,plantin,16-03-11,14:00,65,,0.1,0.1,,
Westside,plantin,05-04-11,07:30,65,6.9,0.2,0.1,6.4,
Westside,plantin,19-04-11,12:10,73,7.2,0.2,0.1,,
Westside,plantin,26-04-11,07:40,68,7,0.3,0.1,7.25,
Westside,plantin,10-05-11,07:40,71,6.9,0.4,0.1,14.3,
Westside,plantin,24-05-11,08:00,72,7,0.2,0.1,,
Westside,plantin,07-06-11,14:25,75,7.1,0.3,0.1,,
Westside,plantin,22-06-11,08:45,78,6.9,0.3,0.1,10.2,
Westside,plantin,06-07-11,13:30,81,7.3,0.3,0.1,,
Westside,plantin,21-07-11,09:55,82,7.1,0.5,0.1,15.9,
Westside,plantin,02-08-11,14:20,82,7.1,1.1,0.4,,
Westside,plantin,24-08-11,11:15,83,6.8,1.2,0.5,7.6,
Westside,plantin,07-09-11,10:30,82,7.1,0.7,0.3,,
Westside,plantin,21-09-11,10:55,80,6.1,0.4,0.1,,
Westside,plantin,03-10-11,15:00,79,7.1,1.1,0.5,,
Westside,plantin,19-10-11,10:45,74,6.8,0.2,0.1,8.3,
Westside,plantin,08-11-11,14:00,73,7.4,0.4,0.1,,
Westside,plantin,21-11-11,10:55,68,6.9,0.2,0.1,4.9,
Westside,plantin,07-12-11,11:00,63,,0.1,0.1,8.6,
Westside,plantin,21-12-11,09:55,60,6.7,0.1,0.1,,
Edith,willloc,05-01-11,16:45,64,7.4,0.5,0.2,,
Edith,willloc,18-01-11,12:30,63,7.3,0.2,0.2,12,
Edith,willloc,03-02-11,13:30,64,7.4,0.3,0.2,,
Edith,willloc,14-02-11,12:40,63,7.3,0.3,0.3,8.9,
Edith,willloc,01-03-11,12:00,65,7.2,0.4,0.3,6.5,
Edith,willloc,15-03-11,12:00,68,,0.3,0.2,,
Edith,willloc,04-04-11,12:55,66,6.9,0.2,0.1,10.05,
Edith,willloc,20-04-11,16:15,74,7.1,0.2,0.1,,
Edith,willloc,25-04-11,,,,,,,
Edith,willloc,12-05-11,,,,,,,
Edith,willloc,24-05-11,,,,,,,
Edith,willloc,07-06-11,11:30,78,7.2,0.3,0.2,,
Edith,willloc,20-06-11,11:50,78,6.8,0.4,0.3,8.2,
Edith,willloc,06-07-11,15:25,81,7.2,0.3,0.2,,
Edith,willloc,21-07-11,13:05,85,7,0.3,0.2,9.2,
Edith,willloc,02-08-11,16:25,83,7.3,0.3,0.2,,
Edith,willloc,24-08-11,13:45,85,6.9,0.4,0.2,9.7,
Edith,willloc,07-09-11,12:45,82,7.1,0.5,0.3,,
Edith,willloc,21-09-11,13:25,82,6.5,0.4,0.2,12.2,
Edith,willloc,04-10-11,18:00,77,7.4,0.3,0.1,,
Edith,willloc,19-10-11,13:25,76,6.5,0.5,0.3,13.4,
Edith,willloc,08-11-11,16:50,73,7.6,0.3,0.2,,
Edith,willloc,21-11-11,13:30,69,6.7,0.2,0.2,13.9,
Edith,willloc,07-12-11,13:30,65,6.5,0.3,0.2,13,
Edith,willloc,21-12-11,12:10,63,6.6,0.5,0.3,,
Edith,edicord,05-01-11,15:25,65,7.5,0.3,0.2,,
Edith,edicord,18-01-11,13:00,64,6.9,0.2,0.2,10.65,
Edith,edicord,03-02-11,14:00,64,6.7,0.4,0.4,,
Edith,edicord,14-02-11,13:10,65,6.8,0.4,0.3,10.6,
Edith,edicord,01-03-11,12:25,65,7.3,0.2,0.2,3.5,
Edith,edicord,15-03-11,12:30,68,,0.2,0.1,,
Edith,edicord,04-04-11,13:30,68,6.7,0.1,0.1,6.3,
Edith,edicord,20-04-11,15:20,73,7.6,0.1,0.1,,
Edith,edicord,25-04-11,11:30,70,7.4,0.1,0.1,1.9,
Edith,edicord,12-05-11,10:05,73,7.2,0.1,0.1,,
Edith,edicord,24-05-11,14:00,74,7.6,0.1,0.1,,
Edith,edicord,07-06-11,12:40,77,7.8,0.1,0.1,,
Edith,edicord,20-06-11,12:30,78,6.7,0.2,0.1,35,
Edith,edicord,06-07-11,14:20,82,7.2,0.1,0.1,,
Edith,edicord,21-07-11,13:35,85,6.8,0.1,0.1,18.3,
Edith,edicord,02-08-11,15:35,85,7,0.1,0.1,,
Edith,edicord,24-08-11,14:15,83,6.8,0.4,0.2,5.6,
Edith,edicord,07-09-11,11:45,82,7,0.5,0.3,,
Edith,edicord,21-09-11,13:55,82,6.8,0.2,0.1,3.6,
Edith,edicord,04-10-11,,,,,,,
Edith,edicord,19-10-11,13:55,77,6.9,0.2,0.1,4,
Edith,edicord,08-11-11,15:45,71,6.5,0.1,0.1,,
Edith,edicord,21-11-11,14:00,68,6.8,0.2,0.2,6.3,
Edith,edicord,07-12-11,13:55,65,6.7,0.1,0.1,5.9,
Edith,edicord,21-12-11,12:35,63,6.7,0.2,0.1,,
Edith,broadwa,05-01-11,13:30,66,7.4,0.1,0.1,,
Edith,broadwa,18-01-11,13:40,63,7.6,0.6,0.6,5.35,
Edith,broadwa,03-02-11,11:00,65,7.3,0.5,0.5,,
Edith,broadwa,14-02-11,13:40,65,6.9,0.8,0.7,5.9,
Edith,broadwa,01-03-11,12:55,65,7.5,1.2,1,1.58,
Edith,broadwa,15-03-11,13:10,68,,0.7,0.4,,
Edith,broadwa,04-04-11,14:00,68,6.9,1,1,3.9,
Edith,broadwa,20-04-11,14:00,75,7.3,1.2,1,,
Edith,broadwa,25-04-11,11:55,70,7.3,1.4,1,1.75,
Edith,broadwa,12-05-11,10:25,70,7.2,1,1,0.15,
Edith,broadwa,24-05-11,12:45,74,7.3,1.7,1.4,,
Edith,broadwa,07-06-11,13:40,78,7.5,1.3,0.9,,
Edith,broadwa,20-06-11,13:05,78,6.7,0.4,0.1,46.5,
Edith,broadwa,06-07-11,13:40,81,7.1,0.6,0.2,,
Edith,broadwa,21-07-11,14:05,85,6.7,0.9,0.4,13.6,
Edith,broadwa,02-08-11,14:40,85,6.9,1,0.5,,
Edith,broadwa,25-08-11,07:55,81,7.2,1.2,1,,
Edith,broadwa,07-09-11,10:55,83,7.2,1.8,1.2,,
Edith,broadwa,21-09-11,14:25,82,6.6,1,1,1.1,
Edith,broadwa,04-10-11,16:00,80,7.2,1.2,1.2,,
Edith,broadwa,19-10-11,14:20,76,6.6,2,1.7,4.5,
Edith,broadwa,08-11-11,15:00,74,6.9,1.4,1.2,,
Edith,broadwa,21-11-11,14:25,67,6.9,2.5,1.7,3.7,
Edith,broadwa,07-12-11,14:20,65,7,1.4,1.4,3.4,
Edith,broadwa,21-12-11,13:00,63,6.6,1.3,1.3,,
Edith,tijeras,06-07-11,12:50,81,6.9,0.2,0.1,,
Edith,tijeras,21-07-11,10:15,82,6.8,0.2,0.1,3.45,
Edith,tijeras,02-08-11,14:10,82,7.3,1.3,0.9,,
Edith,tijeras,24-08-11,10:35,83,7,0.4,0.4,1.9,
Edith,tijeras,07-09-11,10:25,83,7.1,0.5,0.5,,
Edith,tijeras,21-09-11,10:30,78,6.9,0.2,0.1,3.6,
Edith,tijeras,04-10-11,10:30,77,6.1,0.2,0.1,,
Edith,tijeras,19-10-11,10:35,72,6.7,0.4,0.3,4.3,
Edith,tijeras,08-11-11,13:30,73,6.9,0.8,0.4,,
Edith,tijeras,21-11-11,10:45,67,6.9,0.3,0.3,2.7,
Edith,tijeras,07-12-11,10:35,62,6.3,0.4,0.2,6.2,
Edith,tijeras,21-12-11,09:40,60,6.7,0.7,0.6,,
Valley,florken,21-12-11,11:40,61,6.5,0.4,0.2,,
Valley,florken,04-01-12,17:00,61,6.7,0.6,0.3,,
Valley,florken,17-01-12,16:00,62,6.7,0.7,0.4,,
Valley,florken,07-02-12,15:20,62,7,0.6,0.2,,
Valley,florken,21-02-12,14:00,62,7,0.6,0.3,,
Valley,florken,06-03-12,15:15,63,7,0.6,0.3,,
Valley,florken,20-03-12,14:15,63,6.8,0.7,0.3,,
Valley,florken,03-04-12,16:50,64,7.2,1.3,0.3,,
Valley,florken,17-04-12,13:35,70,6.6,1,0.4,33.2,
Valley,florken,09-05-12,17:40,72,6.9,1,0.4,,
Valley,florken,22-05-12,13:50,76,8.6,1.6,0.8,19.4,
Valley,florken,04-06-12,18:15,76,7.1,0.5,0.3,,
Valley,florken,27-06-12,13:15,83,6.7,0.7,0.4,22.1,
Valley,florken,09-07-12,11:50,82,6.3,0.8,0.2,,
Valley,florken,24-07-12,16:00,87,6.8,0.8,0.2,,
Valley,florken,07-08-12,15:50,84,7,0.7,0.3,,
Valley,florken,21-08-12,13:10,84,6.1,1.6,0.5,23.2,
Valley,florken,06-09-12,15:30,84,7.2,4,1.2,,
Valley,florken,19-09-12,13:00,81,6.5,2,0.5,30.8,
Valley,florken,02-10-12,11:30,78,7,6,0.5,,
Valley,florken,17-10-12,13:35,78,6.4,2.8,0.7,14.3,
Valley,florken,07-11-12,11:25,74,7,1.1,0.5,,
Valley,florken,19-11-12,13:35,72,6.8,1.6,0.4,,
Valley,florken,04-12-12,16:30,68,7,2,0.5,,
Valley,florken,19-12-12,13:10,63,6.9,0.8,0.5,,
Valley,csfour4,21-12-11,10:55,61,,0.6,0.6,,
Valley,csfour4,04-01-12,16:40,62,7.2,0.3,0.2,,
Valley,csfour4,17-01-12,14:00,64,7.3,0.5,0.3,,
Valley,csfour4,07-02-12,15:00,62,7.3,0.4,0.3,,
Valley,csfour4,21-02-12,13:20,63,7.2,0.5,0.3,,
Valley,csfour4,06-03-12,14:50,65,7.1,0.6,0.3,,
Valley,csfour4,20-03-12,13:35,64,7.1,0.6,0.4,,
Valley,csfour4,03-04-12,16:30,66,7.4,0.3,0.2,,
Valley,csfour4,17-04-12,12:55,69,6.7,0.9,0.6,34,
Valley,csfour4,09-05-12,15:30,73,7.1,0.8,0.6,,
Valley,csfour4,22-05-12,14:10,77,7,1.5,0.8,15.9,
Valley,csfour4,04-06-12,17:50,77,7.4,0.3,0.1,,
Valley,csfour4,27-06-12,12:35,82,6.7,1.8,0.3,18,
Valley,csfour4,09-07-12,11:00,82,6.5,1.1,0.4,,
Valley,csfour4,24-07-12,15:40,88,7.2,1,0.3,,
Valley,csfour4,07-08-12,15:25,84,7.3,1,0.3,,
Valley,csfour4,21-08-12,12:35,83,6.4,1.8,0.4,18.5,
Valley,csfour4,06-09-12,15:10,85,7.3,0.4,0.1,,
Valley,csfour4,19-09-12,12:30,81,6.8,1.2,0.7,17.5,
Valley,csfour4,02-10-12,11:45,81,7.2,2.5,0.8,,
Valley,csfour4,17-10-12,12:55,78,6.4,1.7,0.6,14.1,
Valley,csfour4,07-11-12,11:45,76,7.5,1.5,0.5,,
Valley,csfour4,19-11-12,12:55,72,6.9,2.4,0.8,,
Valley,csfour4,04-12-12,16:00,69,7.3,0.6,0.3,,
Valley,csfour4,19-12-12,12:25,65,6.8,0.7,0.5,,
Valley,12stove,21-12-11,10:40,60,6.4,1,0.2,,
Valley,12stove,04-01-12,16:00,62,6.9,1.1,0.5,,
Valley,12stove,17-01-12,13:00,62,7.1,1,0.4,,
Valley,12stove,07-02-12,14:50,62,7.6,0.5,0.3,,
Valley,12stove,21-02-12,13:00,63,7.2,1.4,0.1,,
Valley,12stove,06-03-12,14:15,64,74,0.6,0.1,,
Valley,12stove,20-03-12,13:15,62,7.1,0.5,0.1,,
Valley,12stove,02-04-12,14:45,64,7.2,0.5,0.1,,
Valley,12stove,17-04-12,12:30,69,6.8,0.8,0.1,35.4,
Valley,12stove,09-05-12,16:00,73,7,1.8,0.8,,
Valley,12stove,22-05-12,16:55,77,6.8,2.5,0.8,13.7,
Valley,12stove,04-06-12,17:00,76,7.2,1.5,0.9,,
Valley,12stove,27-06-12,12:10,83,6.7,5,3.3,8.4,
Valley,12stove,09-07-12,10:35,81,6.7,2.2,0.5,,
Valley,12stove,24-07-12,12:30,86,7.1,2.4,0.6,,
Valley,12stove,07-08-12,14:45,84,7.2,2.2,0.5,,
Valley,12stove,21-08-12,12:10,83,6.3,7.6,1.7,16.6,
Valley,12stove,06-09-12,const,,,,,,
Valley,12stove,19-09-12,12:00,80,6.7,2,0.7,12.1,
Valley,12stove,02-10-12,17:00,80,7,2.8,1.3,,
Valley,12stove,17-10-12,12:35,77,6.9,2.3,0.2,17,
Valley,12stove,07-11-12,14:45,76,7.4,1.3,0.2,,
Valley,12stove,19-11-12,12:30,70,6.9,3,1,,
Valley,12stove,04-12-12,15:25,69,7.6,0.2,0.1,,
Valley,12stove,19-12-12,12:00,63,7,0.8,0.5,,
Valley,seconds,21-12-11,10:15,60,6.3,0.6,0.2,,
Valley,seconds,04-01-12,15:45,62,7.3,0.6,0.5,,
Valley,seconds,17-01-12,12:35,62,7.5,0.4,0.3,,
Valley,seconds,07-02-12,14:20,62,7.3,0.6,0.3,,
Valley,seconds,21-02-12,12:25,63,7,1.4,0.6,,
Valley,seconds,06-03-12,14:00,64,7.4,0.1,0.1,,
Valley,seconds,20-03-12,12:45,64,7.2,1.6,0.5,,
Valley,seconds,02-04-12,14:30,66,7.4,1,0.4,,
Valley,seconds,17-04-12,12:05,70,6.8,1.9,0.5,25.8,
Valley,seconds,09-05-12,15:30,73,7.2,1.5,0.4,,
Valley,seconds,22-05-12,17:25,77,6.8,4,,13.4,
Valley,seconds,04-06-12,16:40,76,7.2,1.9,0.4,,
Valley,seconds,27-06-12,11:40,82,6.5,0.9,0.1,13.7,
Valley,seconds,09-07-12,10:10,81,6.5,1.5,0.5,,
Valley,seconds,24-07-12,08:15,87,7.1,1.7,0.6,,
Valley,seconds,06-08-12,15:20,83,6.9,2,1,,
Valley,seconds,21-08-12,11:40,82,6.3,2,0.9,12.7,
Valley,seconds,06-09-12,14:40,83,6.8,1.7,0.8,,
Valley,seconds,19-09-12,11:35,79,6.5,1.4,0.5,18.9,
Valley,seconds,02-10-12,11:55,78,7.1,2.3,2,,
Valley,seconds,17-10-12,12:05,78,6.4,2.5,1.4,14.2,
Valley,seconds,07-11-12,14:20,75,7.1,1.3,1,,
Valley,seconds,19-11-12,12:05,70,6.8,2,1.3,,
Valley,seconds,04-12-12,15:05,69,7.3,2,1.3,,
Valley,seconds,19-12-12,11:35,64,7.1,0.4,0.1,,
Valley,tp21val,21-12-11,09:30,56,6.9,1.7,0.7,,
Valley,tp21val,04-01-12,15:05,63,7,1.6,1.1,,
Valley,tp21val,17-01-12,10:30,63,7.4,0.3,0.2,,
Valley,tp21val,07-02-12,13:00,61,7,1.6,1.2,,
Valley,tp21val,21-02-12,11:35,61,7.1,2.4,1.3,,
Valley,tp21val,06-03-12,12:00,64,7.2,0.1,0.1,,
Valley,tp21val,20-03-12,11:45,60,7,1.3,0.6,,
Valley,tp21val,03-04-12,14:55,68,7.4,1.2,0.5,,
Valley,tp21val,17-04-12,11:10,70,6.5,3,0.1,47.4,
Valley,tp21val,09-05-12,14:00,74,6.9,4,4,,
Valley,tp21val,22-05-12,14:45,77,6.9,4.5,1.5,15.7,
Valley,tp21val,04-06-12,15:35,77,7.2,3,2.3,,
Valley,tp21val,27-06-12,10:50,80,6.3,1.7,0.7,15.3,
Valley,tp21val,09-07-12,09:20,81,6.6,3.5,0.5,,
Valley,tp21val,24-07-12,09:20,85,7.1,,1.2,,
Valley,tp21val,07-08-12,14:15,83,6.6,4.5,1.7,,
Valley,tp21val,21-08-12,11:00,81,6.3,3,1.5,8.4,
Valley,tp21val,06-09-12,14:00,83,6.9,5.5,2.5,,
Valley,tp21val,19-09-12,10:25,79,6.6,3,0.8,22.4,
Valley,tp21val,02-10-12,14:20,78,7.2,2.8,0.7,,
Valley,tp21val,17-10-12,11:20,76,7,,1,39.8,
Valley,tp21val,07-11-12,13:25,75,7.3,3,0.8,,
Valley,tp21val,19-11-12,11:10,70,6.5,6,4.7,,
Valley,tp21val,04-12-12,14:30,69,7.4,2,0.3,,
Valley,tp21val,19-12-12,11:00,64,7.1,,2,,
Westside,yuccesp,21-03-12,15:45,71,7.2,1.2,0.8,,
Westside,yuccesp,04-04-12,12:45,72,7.3,0.4,0.4,,
Westside,yuccesp,17-04-12,09:20,73,7,2,1.5,21.7,
Westside,yuccesp,08-05-12,14:50,81,6.9,1.2,0.8,,
Westside,yuccesp,22-05-12,10:15,78,6.8,1.3,0.5,27.5,
Westside,yuccesp,04-06-12,13:45,80,7.4,0.4,0.2,,
Westside,yuccesp,27-06-12,09:25,81,6.6,2,1.3,17.3,
Westside,yuccesp,09-07-12,07:35,81,6.3,1.7,0.4,,
Westside,yuccesp,23-07-12,14:15,84,7.1,2,0.6,,
Westside,yuccesp,06-08-12,12:15,83,7.2,1.8,0.7,,
